X,Y,Z
8.169087581336498,9.367220103740692,0.0
10.036307786192213,9.367220103740692,0.0
11.903527991047927,9.367220103740692,0.0
13.770748195903641,9.367220103740692,0.0
15.637968400759355,9.367220103740692,0.0
17.50518860561507,9.367220103740692,0.0
19.372408810470787,9.367220103740692,0.0
8.169087581336498,59.25311520695686,0.0
10.036307786192213,59.25311520695686,0.0
11.903527991047927,59.25311520695686,0.0
13.770748195903641,59.25311520695686,0.0
15.637968400759355,59.25311520695686,0.0
17.50518860561507,59.25311520695686,0.0
19.372408810470787,59.25311520695686,0.0
21.2396290153265,9.367220103740692,0.0
21.2396290153265,11.14885921456984,0.0
21.2396290153265,12.93049832539899,0.0
21.2396290153265,14.712137436228138,0.0
21.2396290153265,16.493776547057287,0.0
21.2396290153265,18.275415657886438,0.0
21.2396290153265,20.057054768715588,0.0
21.2396290153265,21.83869387954474,0.0
21.2396290153265,23.62033299037389,0.0
21.2396290153265,25.40197210120304,0.0
21.2396290153265,27.18361121203219,0.0
21.2396290153265,28.96525032286134,0.0
21.2396290153265,30.74688943369049,0.0
21.2396290153265,32.52852854451964,0.0
21.2396290153265,34.310167655348785,0.0
21.2396290153265,36.09180676617793,0.0
21.2396290153265,37.87344587700708,0.0
21.2396290153265,39.655084987836226,0.0
21.2396290153265,41.43672409866537,0.0
21.2396290153265,43.21836320949452,0.0
21.2396290153265,45.00000232032367,0.0
21.2396290153265,46.78164143115281,0.0
21.2396290153265,48.56328054198196,0.0
21.2396290153265,50.34491965281111,0.0
21.2396290153265,52.126558763640254,0.0
21.2396290153265,53.9081978744694,0.0
21.2396290153265,55.68983698529855,0.0
21.2396290153265,57.471476096127695,0.0
8.169087581336498,9.367220103740692,0.0
8.169087581336498,11.14885921456984,0.0
8.169087581336498,12.93049832539899,0.0
8.169087581336498,14.712137436228138,0.0
8.169087581336498,16.493776547057287,0.0
8.169087581336498,18.275415657886438,0.0
8.169087581336498,20.057054768715588,0.0
8.169087581336498,21.83869387954474,0.0
8.169087581336498,23.62033299037389,0.0
8.169087581336498,25.40197210120304,0.0
8.169087581336498,27.18361121203219,0.0
8.169087581336498,28.96525032286134,0.0
8.169087581336498,30.74688943369049,0.0
8.169087581336498,32.52852854451964,0.0
8.169087581336498,34.310167655348785,0.0
8.169087581336498,36.09180676617793,0.0
8.169087581336498,37.87344587700708,0.0
8.169087581336498,39.655084987836226,0.0
8.169087581336498,41.43672409866537,0.0
8.169087581336498,43.21836320949452,0.0
8.169087581336498,45.00000232032367,0.0
8.169087581336498,46.78164143115281,0.0
8.169087581336498,48.56328054198196,0.0
8.169087581336498,50.34491965281111,0.0
8.169087581336498,52.126558763640254,0.0
8.169087581336498,53.9081978744694,0.0
8.169087581336498,55.68983698529855,0.0
8.169087581336498,57.471476096127695,0.0
